Record_ID,Industry,Organization_Size,Leadership_Function,AI_Maturity_Level,Agent_Type,Use_Case_Area,Agent_Autonomy_Level,Decision_Making_Type,Context_Awareness_Score,Task_Complexity_Level,Human_Oversight_Level,Explainability_Level,Data_Privacy_Compliance,Integration_Level,Task_Success_Rate,Response_Time_Seconds,Productivity_Improvement_Percent,Leadership_Trust_Score,Adoption_Success_Level
AAI-02934,Professional Services,Large,Human Resources,Developing,Risk Monitoring Agent,Talent Screening,Medium,Hybrid,59.8,Moderate,Low,Medium,Yes,Enterprise-wide,82.0,6.26,21.7,56.7,Medium
AAI-02935,Manufacturing,Medium,Risk & Compliance,Advanced,Finance Operations Agent,Risk Assessment,High,ML-based,78.6,Complex,Low,Low,No,Enterprise-wide,62.8,8.11,13.4,30.5,Medium
AAI-02936,Financial Services,Medium,CEO Office,Early,Customer Experience Agent,Strategic Planning,Medium,ML-based,36.3,Moderate,High,Medium,No,API-based,57.4,8.11,4.4,35.1,Low
AAI-02937,Financial Services,Small,Finance,Developing,Decision Support Agent,Financial Forecasting,Medium,Hybrid,40.1,Moderate,Low,Medium,Yes,Standalone,72.6,9.37,10.3,70.9,Medium
AAI-02938,Energy,Medium,Risk & Compliance,Developing,Knowledge Management Agent,Policy Monitoring,Medium,Hybrid,63.4,Complex,Medium,High,Yes,API-based,68.1,9.67,9.5,70.1,Medium
AAI-02939,Logistics,Medium,Operations,Advanced,Workflow Automation Agent,Demand Forecasting,Medium,Hybrid,64.5,Moderate,Medium,Medium,Yes,API-based,63.8,5.32,13.4,66.7,Medium
AAI-02940,Healthcare,Enterprise,Operations,Advanced,Executive Assistant Agent,Workflow Orchestration,High,Hybrid,77.5,Moderate,Low,Medium,No,Enterprise-wide,77.9,10.03,20.6,49.6,Medium
AAI-02941,Logistics,Large,Operations,Developing,Knowledge Management Agent,Demand Forecasting,Medium,ML-based,52.5,Moderate,Low,Low,Yes,Enterprise-wide,69.7,7.23,13.3,68.5,Medium
AAI-02942,Logistics,Small,IT,Developing,Executive Assistant Agent,Knowledge Retrieval,Medium,ML-based,41.0,Moderate,Medium,Medium,Yes,Standalone,71.1,7.96,9.5,61.0,Medium
AAI-02943,Retail,Large,Finance,Advanced,Finance Operations Agent,Expense Control,Low,ML-based,42.9,Moderate,High,Medium,Yes,Enterprise-wide,83.9,9.13,19.2,70.6,Medium
AAI-02944,Technology,Medium,Finance,Developing,Decision Support Agent,Procurement Optimization,Medium,Rule-based,33.7,Simple,Medium,High,Yes,Standalone,75.7,4.32,12.9,63.2,Medium
AAI-02945,Healthcare,Medium,Operations,Advanced,Decision Support Agent,Process Automation,High,Rule-based,57.0,Moderate,Low,Medium,Yes,API-based,81.0,10.6,16.1,44.0,High
AAI-02946,Telecommunications,Large,Risk & Compliance,Early,Knowledge Management Agent,Fraud Detection,Low,Rule-based,37.0,Moderate,Medium,High,Yes,Standalone,60.6,6.17,1.5,59.6,Low
AAI-02947,Technology,Medium,Operations,Advanced,Executive Assistant Agent,Operational Monitoring,High,Hybrid,72.1,Complex,Low,Medium,Yes,Enterprise-wide,81.3,15.11,20.3,51.2,High
AAI-02948,Government,Small,Strategy,Leading,Workflow Automation Agent,Strategic Planning,High,Hybrid,70.1,Complex,Medium,Medium,No,API-based,71.2,11.42,15.0,58.6,Medium
AAI-02949,Retail,Small,Operations,Early,Workflow Automation Agent,Operational Monitoring,Low,Rule-based,23.9,Simple,High,High,No,API-based,64.5,2.87,5.9,67.4,Low
AAI-02950,Healthcare,Medium,Finance,Early,Procurement Agent,Budgeting,Low,Hybrid,40.1,Simple,High,High,Yes,API-based,68.0,4.35,8.8,71.7,Medium
AAI-02951,Financial Services,Large,IT,Leading,Workflow Automation Agent,System Monitoring,High,Hybrid,63.7,Moderate,Low,Medium,Yes,Enterprise-wide,98.0,6.37,25.7,65.7,High
AAI-02952,Telecommunications,Large,Strategy,Developing,Knowledge Management Agent,Scenario Planning,Medium,ML-based,62.5,Moderate,Low,Medium,No,API-based,71.1,5.84,14.0,39.8,Low
AAI-02953,Technology,Large,Operations,Early,Risk Monitoring Agent,Process Automation,Medium,Hybrid,47.5,Moderate,High,Medium,Yes,API-based,65.5,10.15,10.1,63.3,Medium
AAI-02954,Technology,Small,Customer Experience,Advanced,Strategy Insights Agent,Customer Support,Medium,Hybrid,69.9,Moderate,Medium,Medium,Yes,API-based,79.4,6.59,18.4,65.7,High
AAI-02955,Financial Services,Enterprise,IT,Advanced,Executive Assistant Agent,System Monitoring,High,ML-based,72.0,Complex,Low,Low,Yes,Enterprise-wide,80.9,9.47,17.2,55.3,High
AAI-02956,Healthcare,Large,Strategy,Early,Finance Operations Agent,Strategic Planning,Low,Hybrid,42.4,Simple,High,Medium,Yes,API-based,69.1,4.8,8.2,74.2,Medium
AAI-02957,Healthcare,Large,IT,Advanced,Knowledge Management Agent,Incident Triage,High,Rule-based,40.0,Moderate,Low,Medium,Yes,Enterprise-wide,89.0,7.23,22.6,71.9,High
AAI-02958,Technology,Small,Finance,Leading,Talent Intelligence Agent,Budgeting,High,ML-based,76.0,Complex,Low,Low,Yes,Enterprise-wide,86.9,13.51,18.4,48.8,High
AAI-02959,Manufacturing,Large,Marketing,Developing,Decision Support Agent,Market Analysis,High,Hybrid,75.1,Complex,Low,Low,No,API-based,62.1,14.57,13.8,35.2,Low
AAI-02960,Financial Services,Small,Operations,Advanced,Customer Experience Agent,Process Automation,High,Hybrid,68.5,Complex,Low,Medium,Yes,Standalone,78.5,10.17,15.8,59.0,Medium
AAI-02961,Retail,Medium,IT,Early,Customer Experience Agent,Incident Triage,Low,Rule-based,30.9,Simple,High,High,Yes,API-based,61.8,2.55,4.4,58.9,Low
AAI-02962,Telecommunications,Medium,Risk & Compliance,Advanced,Risk Monitoring Agent,Regulatory Reporting,Low,Rule-based,48.0,Simple,Medium,High,Yes,Standalone,81.7,3.93,9.9,75.4,Medium
AAI-02963,Healthcare,Medium,Operations,Leading,Strategy Insights Agent,Demand Forecasting,High,ML-based,76.5,Complex,Low,Low,Yes,Enterprise-wide,78.0,11.75,17.3,46.2,High
AAI-02964,Telecommunications,Enterprise,Marketing,Developing,Knowledge Management Agent,Content Personalization,Medium,Rule-based,47.1,Moderate,Medium,Medium,No,API-based,72.6,7.14,13.0,53.1,Low
AAI-02965,Financial Services,Medium,Marketing,Early,Executive Assistant Agent,Content Personalization,Low,Hybrid,29.6,Simple,High,High,Yes,Standalone,55.6,9.94,4.6,70.8,Medium
AAI-02966,Logistics,Enterprise,IT,Advanced,Knowledge Management Agent,Incident Triage,Medium,Hybrid,61.7,Simple,Medium,Medium,Yes,API-based,86.5,4.71,18.8,75.0,High
AAI-02967,Technology,Enterprise,Operations,Developing,Workflow Automation Agent,Operational Monitoring,Medium,Hybrid,74.6,Moderate,Low,Medium,No,API-based,58.5,7.19,9.4,32.8,Medium
AAI-02968,Logistics,Medium,Customer Experience,Developing,Strategy Insights Agent,Service Personalization,High,ML-based,65.0,Complex,Low,Low,No,Standalone,70.3,11.96,12.0,29.7,Low
AAI-02969,Professional Services,Large,Marketing,Leading,Strategy Insights Agent,Market Analysis,High,ML-based,97.5,Complex,Low,Low,Yes,Enterprise-wide,83.5,12.52,18.3,70.1,High
AAI-02970,Professional Services,Medium,Risk & Compliance,Advanced,Knowledge Management Agent,Fraud Detection,High,Rule-based,57.4,Moderate,Low,Medium,Yes,Enterprise-wide,86.5,9.16,19.5,56.2,High
AAI-02971,Financial Services,Enterprise,Operations,Advanced,Risk Monitoring Agent,Process Automation,Medium,Rule-based,49.9,Moderate,Low,Medium,Yes,API-based,85.3,9.35,15.0,67.1,Medium
AAI-02972,Manufacturing,Large,Human Resources,Advanced,Workflow Automation Agent,Talent Screening,High,ML-based,75.5,Complex,Low,Low,No,Enterprise-wide,82.4,11.48,19.7,40.9,Medium
AAI-02973,Manufacturing,Small,Human Resources,Leading,Knowledge Management Agent,Employee Support,Medium,Hybrid,69.5,Moderate,Medium,Medium,Yes,API-based,79.0,6.05,13.0,72.9,High
AAI-02974,Professional Services,Large,CEO Office,Early,Customer Experience Agent,Leadership Briefing,Low,Hybrid,41.0,Moderate,High,Medium,Yes,API-based,64.8,5.68,4.9,69.7,Low
AAI-02975,Retail,Large,Finance,Advanced,Knowledge Management Agent,Procurement Optimization,Medium,Hybrid,71.5,Complex,Low,Low,Yes,Enterprise-wide,68.2,10.68,13.5,65.1,Medium
AAI-02976,Financial Services,Small,Customer Experience,Advanced,Risk Monitoring Agent,Service Personalization,Medium,ML-based,67.8,Simple,High,Medium,Yes,API-based,84.4,4.48,15.7,67.0,Medium
AAI-02977,Retail,Medium,Finance,Developing,Customer Experience Agent,Procurement Optimization,Low,Hybrid,52.0,Simple,High,High,Yes,API-based,77.3,2.61,10.7,85.0,Medium
AAI-02978,Logistics,Medium,Finance,Developing,Workflow Automation Agent,Expense Control,High,Hybrid,52.6,Moderate,Medium,Medium,Yes,API-based,83.9,8.92,18.6,69.8,Medium
AAI-02979,Retail,Large,Finance,Developing,Executive Assistant Agent,Budgeting,High,ML-based,60.7,Moderate,Low,Medium,Yes,API-based,76.4,7.76,16.4,52.4,Medium
AAI-02980,Technology,Medium,Operations,Advanced,Procurement Agent,Process Automation,Medium,Hybrid,68.9,Moderate,Low,Medium,Yes,API-based,73.6,6.84,12.0,59.8,Medium
AAI-02981,Healthcare,Enterprise,Strategy,Developing,Decision Support Agent,Scenario Planning,Low,ML-based,47.9,Moderate,High,Medium,Yes,API-based,68.4,7.88,6.4,69.8,Medium
AAI-02982,Energy,Small,Strategy,Developing,Workflow Automation Agent,Strategic Planning,High,Rule-based,46.3,Moderate,Low,Medium,Yes,Standalone,67.0,9.07,14.3,54.6,Medium
AAI-02983,Healthcare,Small,Marketing,Early,Risk Monitoring Agent,Campaign Optimization,Medium,Hybrid,38.4,Simple,High,High,Yes,Standalone,66.8,7.87,10.0,62.2,Medium
AAI-02984,Healthcare,Enterprise,Strategy,Leading,Decision Support Agent,Market Analysis,High,ML-based,85.1,Complex,Low,Low,Yes,Enterprise-wide,98.0,11.27,25.9,70.5,High
AAI-02985,Manufacturing,Medium,Strategy,Advanced,Risk Monitoring Agent,Competitive Intelligence,Medium,Hybrid,62.2,Moderate,Low,Medium,No,API-based,70.3,8.85,10.0,43.2,Medium
AAI-02986,Retail,Small,Strategy,Developing,Executive Assistant Agent,Competitive Intelligence,Medium,Hybrid,58.7,Moderate,Medium,Medium,No,Standalone,58.6,7.9,4.0,46.2,Low
AAI-02987,Technology,Large,Strategy,Advanced,Decision Support Agent,Scenario Planning,High,ML-based,77.4,Complex,Low,Low,Yes,Enterprise-wide,70.3,11.25,12.3,52.5,Medium
AAI-02988,Financial Services,Large,Marketing,Advanced,Knowledge Management Agent,Content Personalization,Medium,ML-based,59.4,Simple,High,Medium,Yes,API-based,75.1,4.51,12.6,70.2,Medium
AAI-02989,Technology,Large,Risk & Compliance,Advanced,Executive Assistant Agent,Risk Assessment,Medium,Rule-based,46.0,Simple,Medium,Medium,Yes,Enterprise-wide,91.4,4.98,20.7,73.3,High
AAI-02990,Energy,Large,Operations,Leading,Knowledge Management Agent,Workflow Orchestration,Medium,Hybrid,72.1,Moderate,Low,Medium,Yes,Enterprise-wide,97.2,5.88,22.3,77.8,High
AAI-02991,Healthcare,Large,Strategy,Developing,Strategy Insights Agent,Competitive Intelligence,Medium,ML-based,55.3,Moderate,High,High,Yes,Enterprise-wide,77.2,7.47,15.8,68.5,Medium
AAI-02992,Retail,Large,Finance,Early,Decision Support Agent,Financial Forecasting,Low,Rule-based,20.0,Simple,High,High,Yes,API-based,74.9,5.73,12.5,75.5,Medium
AAI-02993,Retail,Medium,Human Resources,Developing,Finance Operations Agent,Learning & Development,Medium,Hybrid,32.4,Moderate,Low,Medium,Yes,Standalone,76.5,7.94,15.1,56.6,Medium
AAI-02994,Education,Large,Risk & Compliance,Advanced,Knowledge Management Agent,Policy Monitoring,Low,Rule-based,43.8,Moderate,High,High,Yes,Enterprise-wide,83.1,6.31,17.7,78.2,High
AAI-02995,Manufacturing,Medium,Human Resources,Advanced,Finance Operations Agent,Workforce Planning,Low,Hybrid,64.4,Moderate,High,High,Yes,API-based,84.1,7.02,12.5,81.4,High
AAI-02996,Healthcare,Medium,Finance,Leading,Customer Experience Agent,Procurement Optimization,High,Hybrid,73.0,Complex,Low,Medium,Yes,Enterprise-wide,86.4,10.09,21.3,63.6,High
AAI-02997,Financial Services,Medium,Finance,Early,Workflow Automation Agent,Procurement Optimization,Medium,ML-based,40.7,Simple,High,Medium,Yes,Standalone,57.9,5.56,8.3,58.1,Medium
AAI-02998,Technology,Large,Operations,Developing,Workflow Automation Agent,Workflow Orchestration,Low,Rule-based,34.8,Simple,Low,High,Yes,Enterprise-wide,88.5,3.75,19.1,70.0,High
AAI-02999,Energy,Medium,Marketing,Developing,Knowledge Management Agent,Lead Qualification,High,Hybrid,73.9,Moderate,Low,Medium,Yes,Standalone,68.5,8.56,13.3,43.7,Medium
AAI-03000,Healthcare,Small,Human Resources,Developing,Risk Monitoring Agent,Employee Support,Low,Hybrid,53.3,Simple,High,Medium,Yes,Standalone,70.2,5.04,8.6,66.1,Low
AAI-03001,Technology,Small,Finance,Early,Decision Support Agent,Budgeting,Low,Rule-based,32.9,Simple,High,High,No,Standalone,58.9,6.3,1.8,53.4,Low
AAI-03002,Professional Services,Medium,Strategy,Advanced,Procurement Agent,Strategic Planning,High,Hybrid,61.1,Complex,Low,Low,Yes,Standalone,78.3,14.72,16.7,44.5,Medium
AAI-03003,Financial Services,Large,Operations,Developing,Decision Support Agent,Demand Forecasting,High,Rule-based,62.5,Complex,Low,Medium,Yes,API-based,64.3,13.18,14.4,53.3,Medium
AAI-03004,Energy,Large,CEO Office,Early,Knowledge Management Agent,Leadership Briefing,Low,Hybrid,48.9,Simple,High,High,Yes,API-based,67.8,3.97,8.3,72.8,Medium
AAI-03005,Financial Services,Enterprise,Operations,Developing,Talent Intelligence Agent,Workflow Orchestration,Low,Hybrid,36.5,Simple,High,High,Yes,API-based,78.9,5.13,11.6,82.4,Medium
AAI-03006,Education,Medium,Human Resources,Advanced,Workflow Automation Agent,Employee Support,Medium,Hybrid,71.4,Complex,Medium,Medium,Yes,Enterprise-wide,86.7,11.29,17.6,65.9,High
AAI-03007,Education,Large,Finance,Leading,Workflow Automation Agent,Expense Control,High,Hybrid,79.8,Complex,Low,Medium,Yes,API-based,76.4,10.72,22.4,53.2,High
AAI-03008,Energy,Large,Marketing,Developing,Finance Operations Agent,Market Analysis,Medium,ML-based,69.8,Moderate,Medium,Medium,Yes,API-based,72.1,5.33,15.6,62.8,Medium
AAI-03009,Manufacturing,Large,Risk & Compliance,Advanced,Risk Monitoring Agent,Regulatory Reporting,Medium,Rule-based,45.9,Moderate,Medium,Medium,Yes,Enterprise-wide,83.9,7.19,19.8,71.7,High
AAI-03010,Healthcare,Enterprise,Human Resources,Developing,Strategy Insights Agent,Workforce Planning,High,ML-based,57.7,Moderate,Low,Low,Yes,API-based,74.6,10.33,11.8,48.9,Medium
AAI-03011,Manufacturing,Enterprise,Operations,Advanced,Workflow Automation Agent,Workflow Orchestration,High,Hybrid,63.4,Moderate,Low,Medium,Yes,Enterprise-wide,84.0,8.28,22.8,59.4,High
AAI-03012,Financial Services,Medium,Operations,Early,Strategy Insights Agent,Workflow Orchestration,Medium,Hybrid,46.8,Simple,Medium,High,No,Standalone,64.1,7.81,8.2,53.2,Low
AAI-03013,Financial Services,Medium,Customer Experience,Early,Decision Support Agent,Feedback Analysis,Low,Rule-based,32.6,Simple,High,High,Yes,API-based,55.4,6.31,8.1,67.6,Low
AAI-03014,Telecommunications,Medium,Customer Experience,Developing,Executive Assistant Agent,Customer Support,Low,Hybrid,58.0,Simple,High,High,Yes,API-based,70.3,5.37,9.8,84.1,Medium
AAI-03015,Healthcare,Small,Strategy,Advanced,Decision Support Agent,Market Analysis,High,ML-based,66.3,Moderate,Low,Low,Yes,Standalone,79.1,9.36,14.4,53.1,Medium
AAI-03016,Technology,Large,CEO Office,Early,Decision Support Agent,Cross-Functional Coordination,Low,Hybrid,46.6,Simple,High,Medium,No,Standalone,49.7,6.08,1.5,49.8,Low
AAI-03017,Telecommunications,Enterprise,Human Resources,Developing,Knowledge Management Agent,Talent Screening,Low,Hybrid,47.5,Moderate,High,Medium,Yes,API-based,75.9,5.93,13.6,71.7,Medium
AAI-03018,Technology,Medium,Operations,Early,Decision Support Agent,Workflow Orchestration,Low,Hybrid,41.1,Simple,Medium,High,Yes,Standalone,56.5,6.62,1.5,65.7,Low
AAI-03019,Manufacturing,Medium,CEO Office,Advanced,Decision Support Agent,Cross-Functional Coordination,High,ML-based,72.6,Complex,Low,Low,No,Standalone,59.6,12.49,7.1,28.3,Low
AAI-03020,Technology,Enterprise,CEO Office,Early,Workflow Automation Agent,Cross-Functional Coordination,Low,Rule-based,20.0,Simple,Medium,High,Yes,API-based,78.3,3.33,12.0,78.8,Medium
AAI-03021,Manufacturing,Medium,Risk & Compliance,Advanced,Customer Experience Agent,Fraud Detection,Medium,ML-based,60.4,Moderate,Low,Low,Yes,API-based,66.1,6.99,7.8,53.4,Medium
AAI-03022,Healthcare,Large,Marketing,Advanced,Customer Experience Agent,Lead Qualification,Low,Rule-based,56.5,Simple,High,High,Yes,Enterprise-wide,82.4,1.43,11.9,84.9,High
AAI-03023,Technology,Small,CEO Office,Developing,Finance Operations Agent,Executive Reporting,Medium,Hybrid,63.8,Moderate,Medium,High,No,API-based,64.2,8.55,10.1,54.2,Medium
AAI-03024,Government,Enterprise,Risk & Compliance,Leading,Executive Assistant Agent,Fraud Detection,High,Rule-based,66.5,Complex,Low,Medium,Yes,Enterprise-wide,87.5,12.45,22.5,63.3,High
AAI-03025,Technology,Small,Human Resources,Early,Decision Support Agent,Workforce Planning,Low,Rule-based,30.7,Moderate,High,High,No,Standalone,55.5,9.88,2.3,59.4,Low
AAI-03026,Retail,Large,IT,Developing,Workflow Automation Agent,Incident Triage,Medium,Hybrid,66.6,Complex,Medium,Medium,Yes,Enterprise-wide,67.9,9.02,12.3,74.5,Medium
AAI-03027,Healthcare,Small,Marketing,Leading,Procurement Agent,Lead Qualification,High,Hybrid,91.2,Complex,Medium,Low,Yes,API-based,88.1,10.21,20.1,70.5,High
AAI-03028,Government,Enterprise,Human Resources,Advanced,Finance Operations Agent,Employee Support,High,Hybrid,86.5,Complex,Low,Low,Yes,Enterprise-wide,67.2,13.05,13.9,61.9,Medium
AAI-03029,Manufacturing,Small,Marketing,Developing,Talent Intelligence Agent,Content Personalization,Low,Hybrid,46.0,Simple,High,High,Yes,API-based,83.1,6.14,11.3,80.9,High
AAI-03030,Logistics,Enterprise,Operations,Early,Workflow Automation Agent,Workflow Orchestration,Medium,Hybrid,74.1,Moderate,Medium,Medium,Yes,API-based,74.7,6.56,12.1,68.0,Medium
AAI-03031,Financial Services,Large,Customer Experience,Developing,Workflow Automation Agent,Customer Support,Medium,Hybrid,46.5,Simple,Low,Medium,No,Enterprise-wide,82.9,1.9,21.0,43.0,Medium
AAI-03032,Manufacturing,Medium,Human Resources,Leading,Workflow Automation Agent,Workforce Planning,High,Rule-based,64.8,Complex,Low,Low,No,Enterprise-wide,85.7,8.46,20.7,39.8,Medium
AAI-03033,Energy,Small,Operations,Advanced,Risk Monitoring Agent,Process Automation,Medium,Hybrid,49.5,Moderate,Medium,Medium,No,API-based,79.8,8.27,16.2,52.4,Medium
AAI-03034,Logistics,Large,Marketing,Developing,Executive Assistant Agent,Campaign Optimization,Low,Hybrid,41.9,Simple,High,High,Yes,API-based,73.1,6.72,10.0,80.5,Medium
AAI-03035,Manufacturing,Medium,Human Resources,Developing,Strategy Insights Agent,Talent Screening,Low,Hybrid,40.3,Simple,High,High,Yes,Standalone,74.7,7.48,6.0,74.4,Medium
AAI-03036,Technology,Large,Marketing,Developing,Workflow Automation Agent,Lead Qualification,Low,Rule-based,35.4,Simple,High,High,Yes,Enterprise-wide,85.2,3.85,16.1,83.9,High
AAI-03037,Government,Medium,Marketing,Developing,Decision Support Agent,Market Analysis,Low,Rule-based,28.6,Simple,High,High,Yes,API-based,71.3,5.84,9.1,77.6,Medium
AAI-03038,Healthcare,Medium,IT,Leading,Workflow Automation Agent,System Monitoring,High,Hybrid,81.9,Complex,Medium,Medium,Yes,Enterprise-wide,90.9,11.0,27.0,71.9,High
AAI-03039,Healthcare,Medium,Strategy,Early,Customer Experience Agent,Strategic Planning,Low,Rule-based,23.3,Simple,High,High,No,Standalone,51.0,4.17,3.6,46.7,Low
AAI-03040,Retail,Medium,Marketing,Early,Procurement Agent,Lead Qualification,Medium,Rule-based,22.4,Simple,Medium,High,No,Standalone,65.0,3.02,8.6,48.9,Low
AAI-03041,Professional Services,Enterprise,Strategy,Advanced,Workflow Automation Agent,Market Analysis,High,Hybrid,55.7,Moderate,Low,Medium,Yes,Enterprise-wide,86.9,5.89,22.4,62.5,High
AAI-03042,Healthcare,Small,Operations,Developing,Decision Support Agent,Workflow Orchestration,Medium,Hybrid,51.8,Simple,Medium,Medium,Yes,Standalone,74.7,8.15,14.2,70.3,Medium
AAI-03043,Retail,Small,Strategy,Developing,Strategy Insights Agent,Market Analysis,Low,ML-based,48.4,Moderate,Medium,Medium,Yes,Standalone,66.5,8.55,9.8,64.1,Low
AAI-03044,Logistics,Medium,Operations,Early,Finance Operations Agent,Operational Monitoring,Low,Rule-based,28.5,Simple,High,High,Yes,Standalone,64.9,7.33,4.9,72.8,Medium
AAI-03045,Healthcare,Large,Risk & Compliance,Early,Workflow Automation Agent,Regulatory Reporting,Medium,Hybrid,41.5,Moderate,Medium,Medium,Yes,API-based,75.1,7.29,11.6,68.1,Low
AAI-03046,Healthcare,Small,Human Resources,Leading,Talent Intelligence Agent,Workforce Planning,High,Rule-based,65.4,Moderate,Low,Medium,Yes,Enterprise-wide,78.9,10.07,15.6,56.1,High
AAI-03047,Financial Services,Enterprise,CEO Office,Advanced,Strategy Insights Agent,Executive Reporting,High,Rule-based,63.8,Complex,Low,Medium,Yes,Enterprise-wide,96.5,11.46,24.7,68.8,Medium
AAI-03048,Technology,Small,Operations,Advanced,Workflow Automation Agent,Operational Monitoring,High,ML-based,81.2,Moderate,Low,Low,Yes,API-based,83.0,8.68,19.2,60.8,Medium
AAI-03049,Government,Large,CEO Office,Advanced,Strategy Insights Agent,Leadership Briefing,High,ML-based,57.3,Complex,Low,Low,No,Enterprise-wide,71.5,12.32,14.6,39.6,Medium
AAI-03050,Telecommunications,Large,Risk & Compliance,Developing,Risk Monitoring Agent,Policy Monitoring,Low,ML-based,37.7,Moderate,High,Medium,Yes,Enterprise-wide,76.3,6.62,15.5,74.3,Medium
AAI-03051,Retail,Medium,Operations,Early,Customer Experience Agent,Process Automation,Medium,Hybrid,53.9,Moderate,Medium,Medium,No,Standalone,53.9,8.6,4.2,42.0,Low
AAI-03052,Healthcare,Enterprise,Operations,Developing,Procurement Agent,Workflow Orchestration,Medium,Hybrid,48.6,Moderate,High,Medium,Yes,API-based,73.5,5.86,7.7,70.0,Medium
AAI-03053,Retail,Medium,IT,Developing,Decision Support Agent,Knowledge Retrieval,Medium,ML-based,45.2,Simple,Medium,Medium,Yes,Standalone,70.5,6.23,9.3,56.9,Medium
AAI-03054,Technology,Large,IT,Advanced,Decision Support Agent,Incident Triage,Medium,ML-based,60.3,Moderate,Low,Medium,Yes,Enterprise-wide,84.4,6.8,20.9,74.3,High
AAI-03055,Healthcare,Small,Finance,Developing,Knowledge Management Agent,Financial Forecasting,Medium,ML-based,51.3,Moderate,Medium,Medium,No,API-based,62.3,10.6,6.2,35.2,Low
AAI-03056,Healthcare,Medium,Marketing,Early,Finance Operations Agent,Content Personalization,Low,Rule-based,41.7,Simple,High,High,Yes,Standalone,63.6,3.89,9.6,58.8,Low
AAI-03057,Healthcare,Medium,CEO Office,Early,Knowledge Management Agent,Leadership Briefing,Medium,Hybrid,56.5,Moderate,High,Medium,Yes,Standalone,57.1,6.61,3.2,58.5,Low
AAI-03058,Technology,Large,CEO Office,Developing,Decision Support Agent,Executive Reporting,Low,ML-based,32.7,Simple,High,Medium,Yes,Enterprise-wide,75.5,5.92,9.8,70.6,Medium
AAI-03059,Technology,Large,Marketing,Developing,Executive Assistant Agent,Campaign Optimization,Medium,ML-based,63.5,Moderate,Low,Low,No,Enterprise-wide,65.6,10.44,12.5,29.0,Low
AAI-03060,Financial Services,Enterprise,Operations,Advanced,Decision Support Agent,Workflow Orchestration,High,Hybrid,73.0,Complex,Medium,Low,Yes,Enterprise-wide,75.0,14.65,19.2,54.8,Medium
AAI-03061,Energy,Large,IT,Developing,Knowledge Management Agent,Incident Triage,High,Rule-based,56.1,Moderate,Low,Medium,No,Enterprise-wide,52.4,7.23,6.1,30.0,Medium
AAI-03062,Logistics,Small,Operations,Advanced,Decision Support Agent,Demand Forecasting,High,Hybrid,64.6,Simple,Low,Medium,No,API-based,89.0,4.83,20.1,48.6,Medium
AAI-03063,Education,Large,Finance,Early,Risk Monitoring Agent,Financial Forecasting,Low,Rule-based,36.9,Simple,High,High,Yes,API-based,76.5,5.41,12.2,73.9,Medium
AAI-03064,Manufacturing,Medium,Marketing,Advanced,Strategy Insights Agent,Lead Qualification,High,Hybrid,83.4,Complex,Low,Medium,Yes,API-based,84.7,13.7,15.4,64.6,Medium
AAI-03065,Logistics,Medium,Strategy,Leading,Procurement Agent,Competitive Intelligence,High,Hybrid,87.1,Complex,Medium,Medium,Yes,Enterprise-wide,95.1,9.21,25.8,69.0,High
AAI-03066,Financial Services,Medium,IT,Early,Decision Support Agent,Incident Triage,Low,Rule-based,35.2,Simple,High,High,No,Standalone,56.8,3.52,1.5,43.8,Low
AAI-03067,Technology,Small,Operations,Advanced,Decision Support Agent,Process Automation,High,ML-based,79.7,Complex,Low,Low,Yes,API-based,76.1,13.34,19.0,48.0,Medium
AAI-03068,Telecommunications,Enterprise,Marketing,Advanced,Talent Intelligence Agent,Content Personalization,Low,Hybrid,55.7,Simple,High,High,Yes,Enterprise-wide,78.2,5.73,12.3,78.1,High
AAI-03069,Telecommunications,Medium,CEO Office,Early,Workflow Automation Agent,Leadership Briefing,Medium,Hybrid,43.8,Moderate,High,High,Yes,Standalone,62.3,4.9,8.8,82.4,Medium
AAI-03070,Technology,Enterprise,Strategy,Advanced,Decision Support Agent,Competitive Intelligence,Medium,Hybrid,60.3,Moderate,Medium,Medium,No,Enterprise-wide,76.8,9.35,15.6,44.1,Medium
AAI-03071,Technology,Large,IT,Advanced,Knowledge Management Agent,Knowledge Retrieval,Medium,Hybrid,67.7,Moderate,Low,Medium,No,Enterprise-wide,83.1,5.53,13.0,47.3,Medium
AAI-03072,Retail,Large,Operations,Early,Strategy Insights Agent,Operational Monitoring,Medium,Rule-based,37.2,Simple,Low,High,Yes,API-based,78.9,5.4,17.8,65.7,Medium
AAI-03073,Manufacturing,Large,CEO Office,Developing,Customer Experience Agent,Leadership Briefing,Low,Rule-based,28.9,Simple,High,High,Yes,Standalone,63.6,3.02,4.2,83.4,Medium
AAI-03074,Technology,Small,Marketing,Developing,Procurement Agent,Market Analysis,Medium,Hybrid,48.1,Simple,Medium,Medium,Yes,Standalone,83.2,9.14,13.6,71.7,Medium
AAI-03075,Education,Enterprise,Customer Experience,Developing,Decision Support Agent,Escalation Routing,Medium,Rule-based,44.4,Simple,Medium,Medium,Yes,Enterprise-wide,87.2,8.45,16.3,70.4,Medium
AAI-03076,Retail,Large,Finance,Advanced,Workflow Automation Agent,Financial Forecasting,Low,ML-based,45.2,Simple,High,Medium,No,Enterprise-wide,76.8,3.05,10.6,49.5,Low
